"workerId","RT","image_1_text","image_2_text","database","image"
"AA9PFKXAPSD78",49.343005,"an yellow color books are visible","an red color books are visible.","ma","23199105"
"AA9PFKXAPSD78",61.931825,"a bigger rectangle size photo frame are available.","a smaller rectangle size photo frame are available.","ma","79573638"
"AA9PFKXAPSD78",50.499295,"a cow is eating a grass on the land.","an empty grass land is available.","ma","cow"
"AA9PFKXAPSD78",51.640385,"a aeroplane is fly on the sky","an empty clear sky are available.","ma","airplane"
"ANJJQV9EY4QQ4",137.8924,"12 small plastic toy dinosaurs all facing to the left.   one of those dinosaurs is smallest and is white in color.  it is to the left of the yellow box. ","12 small plastic toy dinosaurs all facing to the left.  one of those dinosaurs is the smallest and is white in color.  it is to the right of the yellow box.  ","ma","38466626"
"ANJJQV9EY4QQ4",73.946745,"small plastic toys resembling bunny rabbits and this particular one has pink legs.","small plastic toys resembling bunny rabbits and this particular one has blue legs. ","ma","48384711"
"ANJJQV9EY4QQ4",124.295855,"a harvest type quilt with small pumpkins laying on it. a small yellow pumpkin or yellow tomato lies on the quilit beside two other yellow pumkins and a red onion.  ","a harvest type quilt with small pumpkins laying on it.  two small yellow pumpkins or possible yellow tomotoes with a red onion.","ma","1383096"
"ANJJQV9EY4QQ4",71.07356,"a small game resembling a pool table has colored pieces on the table.  the one in yellow box is black.","a small game resembling a pool table has colored pieces on the table.  the one in the yellow box is white.","ma","1191801"
"ANJJQV9EY4QQ4",138.38792,"a room with flowers, lamp, hanging lights, and wall art.  one of the pieces of wall art appears to be a picture of coffee from starbucks and is hanging approximately six inches from the corner of the room.","a room with flowers, lamp, hanging lights, and wall art.  one of the pieces of wall art appears to be a picture of coffee from starbucks and is hanging approximatley ten inches from the corner of th room.  ","ma","10504629"
"ANJJQV9EY4QQ4",43.948755,"a figurine of a small dog outside with a yellow toy on the ground.","a figurine of  a small dog outside with a red toy on the ground.","ma","13141692"
"ANJJQV9EY4QQ4",58.06117,"an electrical component with a metal handle approximately four inches in length","an electrical component with a metal handle approximately two inches in lenth","ma","8197559"
"ANJJQV9EY4QQ4",57.356915,"a table filled with nuts, crackers, cheese, and deviled eggs.  one of the eggs has less filling.","a table filled with nuts, crakcers, cheese, and deviled eggs.  one of the eggs has more filling.","ma","51537628"
"ANJJQV9EY4QQ4",55.423835,"cookie cutouts with hearts on the bottom.  large, small, and medium size.","cookie cutouts with hearts on the bottom.  large, small, and mini size.","ma","88767165"
"ANJJQV9EY4QQ4",123.975295,"beautifully decorated cookies laying in a platter on a table clothed table.  one of the cookies in the yellow box has a print of a snowflake and it is angled to the side.it is also red.","beautifully decorated cookies laying on a platter on a table clothed table.  one of the cookies in the yellow box has a print of a snowflake and is centered on the red cookie.","ma","44993860"
"ANJJQV9EY4QQ4",68.57582,"wood carved symbol with a squigly print. in top upper right hand corner","wood carved symbol with no squicly print in the top upper right hand corner.","ma","42429798"
"ANJJQV9EY4QQ4",116.272155,"all different types of what resembles painted rocks.  in the yellow square there is a heart shape rock that is yellow with red dots.  it is turned so that the point of the heart is facing to the right","all different type of what resembles painted rocks.  in the yellow square there is a heart shape rock that is yellow with red dots.  it is turned so that the point of the heart is almost facing completlely down.","ma","75958241"
"ANJJQV9EY4QQ4",59.64112,"a vibrant green yard of grass with a black and white spotted cow eating the grass.","a vibrant green yard of grass with no animals.","ma","cow"
"ANJJQV9EY4QQ4",49.489905,"a beautifully pastel sky with the sun setting with an airplane flying","a beautifully pastel sky with the sunb setting.  no birds or airplanes.","ma","airplane"
"ARQ05PDNXPFDI",92.87645,"the star in the middle was turn upside down here","the start here is the real star","ma","32289063"
"ARQ05PDNXPFDI",19.155585,"the color here is orange ","the color here is red","ma","13141692"
"ARQ05PDNXPFDI",38.13442,"the light here is a bit wide ","the light here is a bit msllaer from the first one ","ma","10810329"
"ARQ05PDNXPFDI",77.522175,"the shape here is slanted","the shape here is in horizontal shape","ma","61118260"
"ARQ05PDNXPFDI",52.62549,"the animal is in front here","the animal is at the back here ","ma","38466626"
"ARQ05PDNXPFDI",22.470675,"the writing is at the bottom","the writing is at the top","ma","69128765"
"ARQ05PDNXPFDI",25.09196,"there's a peable there ","there's none here","ma","56835136"
"ARQ05PDNXPFDI",65.161945,"there is a handle here in the yellow box","there's no handle here","ma","89354846"
"ARQ05PDNXPFDI",33.218475,"there's a violin box here","there's nothing here ","ma","57861456"
"ARQ05PDNXPFDI",28.178805,"here its a yellow color","here it's a red color","ma","23199105"
"ARQ05PDNXPFDI",39.35051,"there's a cirlce inside the yellow box","there's nothing here in the yellow box","ma","38546029"
"ARQ05PDNXPFDI",43.613925,"there's a green bag in the yellow box","there's a black bag in the yellow box","ma","79191795"
"ARQ05PDNXPFDI",45.89395,"there's a cow here grazing ","there's just grass in the yellow box","ma","cow"
"ARQ05PDNXPFDI",32.789985,"there's an aeroplane in the yelow box","it's just the sky in the yellow box","ma","airplane"
