"image_1_text","image_2_text","database","image","number"
"a modern bathroom with white brick walls","a modern bathroom with gray cube decorations on a black counter","wolfe2","028_L_vase","2"
"a black bathroom countertop with a metal block sitting on top","a black bathroom countertop with two metal blocks sitting on top","wolfe2","028_L_vase","3"
"a modern bathroom with a tub filling with water and a hand towel or a vase on the vanity","a modern bathroom with a tub filling with water and two hand towels or vases on the vanity","wolfe2","028_L_vase","4"
"a fully furnished bathroom with beautiful pictures on the walls","a fully furnished bathroom with beautiful pictures on the wall with a missing glass on the right of sink","wolfe2","028_L_vase","5"
"a modern looking bathroom with one cup on the counter.","a modern looking bathroom with two cups on the counter.","wolfe2","028_R_vase","1"
"a clean , contemporary bathroom with the tub filling up and one plaque on the bench at the far corner","a clean, contemporary bathroom with the tub filling up and two plaques on the bench at the far corner","wolfe2","028_R_vase","2"
"the bathroom has a filling bathtub with a dark sink and counter with a gray towel the the left waiting to be used.","the bathroom has a filling bathtub with a dark sink and counter with 2 gray towels to the left waiting to be used.","wolfe2","028_R_vase","3"
"a bathroom with one hanging bath towel","a bathroom with two hanging bath towels","wolfe2","028_R_vase","4"
"in a bathroom there is a shelf with two red glasses","in a bathroom there is a shelf with three red glasses","wolfe2","029_L_glass","1"
"the glass was very nice to see and i like that colour there are 2 glass","the glass are very nice to see and ther are num_3 glass","wolfe2","029_L_glass","2"
"a modern bathroom with twin rectangular sinks, a glass shower and shelving. the shelf above the left sink has two red glasses","a modern bathroom with twin rectangular sinks, a glass shower and shelving.  the shelf above the left sink has three glasses.","wolfe2","029_L_glass","3"
"a bathroom with white walls and black shelves, one of which has two red glasses","a bathroom with white walls and black shelves, one of which has a row of three red glasses","wolfe2","029_L_glass","4"
"a nice bathroom with two sinks and two red cups sitting on a shelf","a nice bathroom with two sinks and three red cups sitting on a shelf.","wolfe2","029_R_glass","1"
" a bathroom with 2 sinks, a shower, and 4 shelves.  the bottom right shelf has 2 red cups","a bathroom with 2 sinks, a shower, and 4 shelves. the bottom right shelf has 3 red cups","wolfe2","029_R_glass","2"
"there are four red candle holders in this large modern bathroom","there are five red candle holders in this large modern bathroom","wolfe2","029_R_glass","3"
"a bathroom with a shower, two sinks and two mirrors with two red cups on a small shelf","a bathroom with a shower, two sinks and two mirrors with three red cups on a small shelf","wolfe2","029_R_glass","4"
"a countertop","a clean kitchen counter","wolfe2","030_L_drawer","1"
"a long bathroom with nothing between the two bathroom sink counters","a long bathroom with an addiional platform between the two bathroom sink counters","wolfe2","030_L_drawer","2"
"a luxurious and open spaced bathroom with cabinets","a luxurious and open spaced bathroom with cabinets and counter tops","wolfe2","030_L_drawer","3"
"a bathroom where you can walk to the window","a bathroom with a counter in front of the window","wolfe2","030_L_drawer","4"
"an upscale bathroom with a space between cabinets.","an upscale bathroom with a counter top between cabinets.","wolfe2","030_L_drawer","5"
"a sunny bathroom with two counter and sink units","a sunny bathroom with one long counter and two sinks","wolfe2","030_L_drawer","6"
"this image is plain and boring.  it needs color and some variety to make it better.","the drawer doesn't really help the plainess of this room.  still needs color or a pop of something.","wolfe2","030_R_drawer","1"
"a narrow bathroom lit by a window in the background, with two sinks and cabinets that are not connected","a narrow bathroom lit by a window in the background, with two sinks an cabinets that are connected by a surface","wolfe2","030_R_drawer","2"
"a bathroom with seperate sinks. ","a bathroom with seperate sinks, the sinks are ajoined by a small counter top and drawer","wolfe2","030_R_drawer","3"
"there is a gap between two countertops in this bathroom","there is a lower countertop that connects two countertops in this bathroom","wolfe2","030_R_drawer","4"
"a kitchen with a only three drawers for items","a kitchen with four different drawers","wolfe2","030_R_drawer","5"
"a spacious living room with one exposed beam on the ceiling.","a spacious living room with two exposed beams on the ceiling.","wolfe2","031_L_log","1"
"a very nice rustic living room with one large wooden beam on the ceiling","a very nice rustic living room with large wooden beams on the celing.","wolfe2","031_L_log","2"
" i love the room and thereis some things us missing","i love the room and there is nothing is different","wolfe2","031_L_log","3"
"an open living room with beige couch and one visible roof beam","an open living room with beige couch and two visible roof beams","wolfe2","031_L_log","4"
"a modern looking living room that has 1 ceiling beam.","a modern looking living room that has 2 ceiling beams.","wolfe2","031_R_log","1"
"a furnished living room with a l shaped couch.  the ceiling has a single beam going across it","a furnished living room with a l shaped couch.  the ceiling has two beams going across it","wolfe2","031_R_log","2"
"a sunlit modern living room with one beam crossing the ceiling","a sunlit modern living room with two beams crossing the ceiling","wolfe2","031_R_log","3"
"a modern living room with many windows, with just one wooden beam on the ceiling","a modern living room with many windows, with two wooden beams on the ceiling","wolfe2","031_R_log","4"
"a simple and spacious looking room with lots of seating, many windows and one beam on the ceiling","a simple and spacious looking room with lots of seating, many windows and two beams on the ceiling","wolfe2","031_R_log","5"
"a bathroom with a soap dispenser on the wall","a bathroom with 2 soap dispensers on the wall","wolfe2","032_L_bottle","1"
"a bathroom with a modern design that includes circular shelving units on the wall,one of which currently holds a single white bottle","a bathroom with a modern design that includes circular shelving units on the wall, one of which contains two white bottles","wolfe2","032_L_bottle","2"
"modern bathroom with one soap container on a lower shelf","very modern bathroom with two soap containers","wolfe2","032_L_bottle","3"
"retro bathroom","retro bathroom with circular shelves. the shelves have tolietries","wolfe2","032_L_bottle","4"
"a modern-looking bathroom with two shelves, one of which is empty and the other of which has one white bottle","a modern-looking bathroom with two shelves, one of which is empty and the other of which has two white bottles","wolfe2","032_R_bottle","1"
"this modern styled bathroom has two round shelves with a bottle on the left of the mirror","this modern styled bathroom has two round shelves with two bottles on the left of the mirror","wolfe2","032_R_bottle","2"
"bathroom cleaner only one has","bathroom cleaner has two pieces","wolfe2","032_R_bottle","3"
"a bathroom with a single dispenser","a bathroom with two dispenser","wolfe2","032_R_bottle","4"
"modern bathtub future pad","cicle drawers in cool bathroom","wolfe2","032_R_bottle","5"
"a bottle sitting on a circular structure and shelf","two bottles sitting on a floating shelf","wolfe2","032_R_bottle","6"
"a very nice contemporary living room with a shelf with serveral nice pieces of art on display.","a very nice contemporary living room with a shelf with several nice pieces of art on display as well as a very nice vase. ","wolfe2","033_L_vase","1"
"a tidy living room in neutral tones with shelves full of decor along one wall","a tidy living room in neutral tones with shelves full of decor including a large vase along one wall","wolfe2","033_L_vase","2"
"a white living room with no vase on the shelf","a white living room with a glass vase on the shelf","wolfe2","033_L_vase","3"
"a living room with a modern and minimalistic feel, that includes a shelf with a lamp and a book","a living room with a modern and minimalistic feel, that includes a shelf with a lamp, a clear vase, and a book","wolfe2","033_L_vase","4"
"a bedroom with a vase on the shelf","a bedroom without a vase on the shelf","wolfe2","033_R_vase","1"
"there is an empty spot of the shelf between two items in this modern living room","there is a vase between two objects in this modern living room","wolfe2","033_R_vase","2"
"there is a brass candleholder on the black shelf.  the living room has a cream colored leather couch.","there is a glass vase next to the brass candleholder on the black shelf that houses books and knick knacks","wolfe2","033_R_vase","3"
"it is a picture of a living room with shelves along the wall.","it is a picture of a living room with shelves along the wall, including a large vase on the top shelf. ","wolfe2","033_R_vase","4"
"the bedroom is very clean and good thedryes are missed the lock","the bedroom dryes are not missed ","wolfe2","034_L_handle","1"
"a nicely decorated bedroom with a white nightstand missing the third row handle","a nicely decorated bedroom with a white nightstand that has all of the handles.","wolfe2","034_L_handle","2"
"white and gray bedroom with handle missing on the bottom drawer of nightstand","white and gray bedroom with no handle missing on nighstand drawers","wolfe2","034_L_handle","3"
"a bedroom with a dresser with 2 handles","a bedroom with a dresser with 3 handles","wolfe2","034_L_handle","4"
"a gray colored bedroom with white contrasting appliance such as the bed, rug and the side drawer with a missing lower handle","a gray colored bedroom with white contrasting appliance such as the bed, rug and the side drawer ","wolfe2","034_L_handle","5"
"a bedroom with a white chest of drawers that's missing a handle on the last drawer.","a bedroom with a white chest of drawers and all three drawers have handles.","wolfe2","034_R_handle","1"
"a bedroom with a white nighstand and two drawers","a bedroom with a white nightstand and three drawers","wolfe2","034_R_handle","2"
"push and puller not  in this","push and puller has available","wolfe2","034_R_handle","3"
"a nightstand without a handle on the drawer","a nightstand with a handle on the drawer","wolfe2","034_R_handle","4"
"a modern bedroom that is well-decorated with lots of accent pieces and good lighting.","a modern bedroom that is well-decorated with lots of accent pieces, including a table that has vases and a bowl of fruit.","wolfe2","035_L_fruit","1"
"a bedroom  with a bed and a table without fruits on top of the table","a bedroom with a bed and a table with fruits placed on top of the table","wolfe2","035_L_fruit","2"
"a bedroom with a nightstand table","a bedroom with a nightstand table that has fake fruits on it","wolfe2","035_L_fruit","3"
"a bedroom with one wall covered in blue-flowered brown wallpaper with a narrow wood table topped with two vases over a radiator","a bedroom with one wall covered in blue-flowered brown wallpaper with a narrow wood table topped with two vases and a fruit bowl over a radiator","wolfe2","035_L_fruit","4"
"nice hotel room with pillows on the bed and two vases on the table","nice hotel room with pillows on the bed and two vases and a bowle on the table ","wolfe2","035_L_fruit","5"
"a bedroom with 2 decorations on the side table","a bedroom with 3 decorations on the side table","wolfe2","035_L_fruit","6"
"a charming hotel room with a side table that has two vases sitting on it.","a charming hotel room with a side table that has two vases and a decor arrangement.","wolfe2","035_L_fruit","7"
"a warm colored bedroom with two lights on the desk near the bed.","a warm colored bedroom with two lights and a red decoration on the desk near the bed.","wolfe2","035_R_fruit","1"
"wood sofa table in bedroom with browns and blues","wood sofa table with decoration on it in bedroom with browns and blues","wolfe2","035_R_fruit","2"
" a table in a bedroom with nothing on it","plastic fruit on a table in a bedroom","wolfe2","035_R_fruit","3"
"a bedroom with some tables and a couple of lamps, and a long table with two vases on it","a bedroom with some tables and a couple of lamps, and a long table with two vases and a small art object on it","wolfe2","035_R_fruit","4"
"a red and white kitchen with bowls on a shelf","a red and white colored kitchen with 6 bowls on a shelf","wolfe2","036_L_bowl","1"
"a white kitchen with red cabinets that has 5 dishes on the back right shelf","a white kitchen with red cabinets that has 6 dishes on the back right shelf","wolfe2","036_L_bowl","2"
"white dishes sit on a shelf underneath a cabinet in a beautiful, modern kitchen.","white dishes sit on a shelf underneath a cabinet in a beautiful, modern kitchen.","wolfe2","036_L_bowl","3"
"a colorful red and light colored kitchen with a shelf with 5 coffee mugs","a colorful red and light colored kitchen with a shelf with 6 coffee mugs","wolfe2","036_L_bowl","4"
"the red makes this room look inviting and virile.  it is a great use of space.  there seems to be a bowl or other dish missing.","in this photo, the dish makes the room appear more put together and more complete.","wolfe2","036_R_bowl","1"
"a clean looking kitchen with  four mugs and one bowl on shelf under cabinets to left of stove","a clean looking kitchen with four mugs and two bowls on shelf under cabinets to left of stove","wolfe2","036_R_bowl","2"
"a red kitchen with tiled floor with one bowl on a shelf underneath a cabinet door","a red kitchen with tiled floor with two bowls on a shelf underneath a cabinet door","wolfe2","036_R_bowl","3"
"lit and spacious kitchen with a color combination of red and white","lit and spacious kitchen with a color combination of red and white, bowls in the middle","wolfe2","036_R_bowl","4"
"a modern and red kitchen without any bowls on the display shelf","a modern and red kitchen that has bowls on a display shelf for easy use","wolfe2","036_R_bowl","5"
"towels well aranged","more towels on a rack","wolfe2","037_L_towel","1"
"a gorgeous white and wood bathroom includes small shelves near the bath and shower for washcloths and decor.","a gorgeous white and wood bathroom includes small shelves near the bath and shower for washcloths and decor.","wolfe2","037_L_towel","2"
"a white bathroom with a brown shelf that has 5 rolled up towels","a white bathroom with a brown shelf that has 6 rolled up towels on it","wolfe2","037_L_towel","3"
"a very clean white bathroom with a tub, a walk in shower, a toilet andfive neatly folded towels in a storage unit. ","a clean white bathroom with a walk in shower, a tub, a toilet, and six neatly folded towels in a storage unit. ","wolfe2","037_L_towel","4"
"a very luxurious bathroom designed for comfort and relationation.  ","a very relaxing room with plenty of storage space in the cabinets ","wolfe2","037_R_towel","1"
"a bathroom area with two brown towels","a bathroom area with three brown towels","wolfe2","037_R_towel","2"
"a large marble bathroom with two brown towels set on top of three white towels on a shelf","a large marble bathroom with three brown towels stacked on top of three white towels on a shelf","wolfe2","037_R_towel","3"
"a large white bathroom that has both a tub and a shower as well as a toilet and a bidet, and two brown towels on a shelf","a large white bathroom that has both a tub and a shower as well as a toilet and a bidet, and three brown towels on a shelf","wolfe2","037_R_towel","4"
"a clean and modern looking bathroom with 5 rolled up towels on the shelf","a clean and modern looking bathroom with 6 rolled up towels on the shelf","wolfe2","037_R_towel","5"
"a dining room that contains a table and chairs, and several plates are displayed. ","a dining room with a table, chairs and plates displayed behind  it. there is artwork hanging on the wall.","wolfe2","038_L_art","1"
"this dining room is cozy and has a nice little table as well as plenty of natural light.","this dining room has a lovely view of the outside, as well as a small but comfortable looking table set. on the wall there is a quaint looking piece of art that almost looks like a puzzle piece. ","wolfe2","038_L_art","2"
"a brown, retro dining room without a long sculpture hanging on the wall","a brown, retro dining room with a long sculpture hanging on the wall","wolfe2","038_L_art","3"
"a room with table adjoining to a living room with bamboo and no art on the walls","a room with table adjoining to a living room with bamboo and wood art on the wall","wolfe2","038_L_art","4"
" an empty wallon the yellow space","boards are attached in the wall","wolfe2","038_R_art","1"
"a bright and neat looking dining room with 3 plates propped up on the wall shelves.","a bright and neat looking dining room with a wall decoration next to 3 plates propped up on the wall shelves.","wolfe2","038_R_art","2"
"the center wall in the dining room is bare","the center wall of the dining room has a tall narrow piece of art.","wolfe2","038_R_art","3"
"a dining area with brown chairs and table","a dining area with brown chairs, a table, and artwork hanging near the table","wolfe2","038_R_art","4"
"a cream colored couch being lit up by several can lights in a living room","a cream colored couch being lit up by several can lights in a living room, there is a ceiling fan installed to help with air movement.","wolfe2","039_L_ventilator","1"
"a very open dining room with small circular ceiling lights","a ventilation duct on the ceiling in a living room","wolfe2","039_L_ventilator","2"
"a beautiful living area including a dining room with no air conditioning vent over the couch","a beautiful living area and dining room with an air conditioning vent over the couch","wolfe2","039_L_ventilator","3"
"a large sitting and dining room with the walls, ceiling, and floor all being colored white","a large sitting and dining room with the walls, ceiling, and floor all being colored white, in addition to a white air vent","wolfe2","039_L_ventilator","4"
"a living room that does not have any ventilation on it's ceiling.","a living room that has a fan vent on the ceiling.","wolfe2","039_R_ventilator","1"
"the beautiful light colored living room has no ceiling vents","the beautiful light colored living room has a ceiling vent above the couch.","wolfe2","039_R_ventilator","2"
"a large view of the living room and kitchen with no vent on the ceiling","a large view of the living room and kitchen with a vent on the ceiling","wolfe2","039_R_ventilator","3"
"a very large room with a large table with chairs and a large sofa","a very large room with a large table with chairs and a large sofa, with a vent on the ceiling above the sofa","wolfe2","039_R_ventilator","4"
"a dark wood furniture dining room with 2 pictures hanging about the china cabinet.","a dark wood furniture dining room with three pictures hanging above the china cabinet.","wolfe2","040_L_painting","1"
"in a dinning room there is a wall with two prints on the wall","in a dinning room there is a wall with three prints on the wall","wolfe2","040_L_painting","2"
"a clear wall","a picture hang on the wall","wolfe2","040_L_painting","3"
"a fully furnished dining table with nice paintings in the side wall","a fully furnishe dining room with three nice paintings in the wall just above the cupboard. ","wolfe2","040_L_painting","4"
"a dinning room that only has two pictures above the cabinet.","a dinning room that has three pictures above the cabinet.","wolfe2","040_R_painting","1"
" a modern dining room with dark wood furniture, a tan rug, and two pieces of art on the wall","a modern dining room with dark wood furniture, a tan rug, and three pieces of art on the wall","wolfe2","040_R_painting","2"
"a wall with two wall frames","a wall with three wall frames","wolfe2","040_R_painting","3"
"a nice, clean dining room with two paintings hanging above a china cabinet.","a nice, clean dining room with three paintings hanging above a china cabinet.","wolfe2","040_R_painting","4"
"a dining room with wooden furnature and two photos haning on the wall","a dining room with wooden furnature and three photos hanging on the wall","wolfe2","040_R_painting","5"
"room  with chair and table.  two lamp is hang theres is no fruit in the bowl","room with chair and table. two  lamp is hanging, there is fruit in the bowel","wolfe2","041_L_fruit","1"
"a kitchen with a blue bowl on the counter","a kitchen with a blue bowl on the counter full of oranges","wolfe2","041_L_fruit","2"
"it is an empty bowlthere","the bowl contains a fruit in it","wolfe2","041_L_fruit","3"
"a tidy kitchen with a bowl that looks like it should be holding something","a tidy kitchen with a bowl of fruit on the counter","wolfe2","041_L_fruit","4"
"there is nothing item in the bowl","fruits are filled in the bowl","wolfe2","041_R_fruit","1"
"a kitchen with an empty blue bowl.","a kitchen with a bowl filled with food.","wolfe2","041_R_fruit","2"
"there is an empty bowl atop the countertop in this large kitchen","there is a fruit filled bowl atop the countertop in this large kitchen","wolfe2","041_R_fruit","3"
"a brown kitchen that has an empty fruitbowl on the counter by the sink","a brown kitchen that has a fruitbowl containing two oranges on the counter by the sink","wolfe2","041_R_fruit","4"
"a kitchen with a bowl that has no items","a kitchen wit a bowel that contains some food items","wolfe2","041_R_fruit","5"
"it is an empty wall","it has a water pipe","wolfe2","042_L_tap","1"
"a modern looking bathroom with two marble ceramic sinks","a modern looking bathroom with two marble ceramic sinks with shiny metallic faucets","wolfe2","042_L_tap","2"
"a bathroom with two mirrors and two ceramic basins, only one of which has a faucet above it","a bathroom with two mirrors and two ceramic basins, each of which has its own faucet","wolfe2","042_L_tap","3"
"a bathrom with two bowl shaped sinks with the one on the right  missing a faucet","a bathroom with two bowl shaped sinks and two faucets.","wolfe2","042_L_tap","4"
"this tiled bathroom is cream in color, with brown accents set by the towels and the rug on the floor. ","this lovely tiled bathroom is cream in color, and there are two faucets on the wall, each going into it's own basin, and each has it's own mirror above it. ","wolfe2","042_L_tap","5"
"tranquil and modern bathroom with one faucet and two sink bowls","tranquil and modern bathroom with two faucets and sinks","wolfe2","042_L_tap","6"
"a luxurious bathroom with two vessel sinks and mirrors, but one of the sinks has no faucet","a luxurious bathroom with two vessel sinks and mirrors, and both sinks have faucets","wolfe2","042_R_tap","1"
"white and brown bathroom with white sink missing faucet","white and brown bathroom with white sinks","wolfe2","042_R_tap","2"
"a bathroom without tap under the mirror","a bathroom with tap onthe wall","wolfe2","042_R_tap","3"
"a luxurious bathroom with two sinks; only one has a faucet","a luxurious bathroom with two sinks and two faucets, ","wolfe2","042_R_tap","4"
"a very stylish and contemporary looking bathroom that has a lot of tan and brown coloring and two sinks and one faucet","a very stylish and contemporary looking bathroom that has a lot of tan and brown coloring and two sinks and two faucets","wolfe2","042_R_tap","5"
"comfortable and beautiful living room has modern technology available but feels like home with features like a built in wood unit for books, clocks and decor","comfortable and beautiful living room has modern technology available but feels like home with features like a built in wood unit for clocks.","wolfe2","043_L_clock","1"
"large living or entretainment room with multiple screens and sofas","living room with a decoration on the left shelf close to the television","wolfe2","043_L_clock","2"
"a high end living room with a bookcase","a high end livig room with a bookcase that has a clock on it","wolfe2","043_L_clock","3"
"a living room with sofas and wooden tables next to an entertainment center with a bookcase","a living room with sofas and wooden tables next to an entertainment center with a bookcase holding a clock","wolfe2","043_L_clock","4"
"a fancy living room with a television, and storage shelf.","a fancy living room with a televsion, and a storage shelf that has a clock.","wolfe2","043_L_clock","5"
"a modern living room with no clock in the cupboard","a modern living room with a clock in the cupboard","wolfe2","043_R_clock","1"
"one of the shelves on the bookcase is empty and has no decorations.","the bookcase has every shelf full of items.","wolfe2","043_R_clock","2"
"a clean living room with a shelving unit to the left of the tv that has the largest shelf empty","a clean living room with a shelving unit to the left of the tv that has a clock in the largest shelf","wolfe2","043_R_clock","3"
"a living room with a wall-mounted tv and built-in shelves. one shelf is empty.","a living room with a wall-mounted tv and built-in shelves. one shelf holds a clock.","wolfe2","043_R_clock","4"
"a living room with a bookcase and a tv","a living room with a bookcase and clock and a tv","wolfe2","043_R_clock","5"
"a living room with a nothing inside a case on the wall","a living room with an object inside a cabinet","wolfe2","043_R_clock","6"
"a very modern bathroom with a large white marble tub","a very modern bathroom with a large white marble tub with lights","wolfe2","044_L_light","1"
"a bathroom with a tub connected to the shower and a light on the wall of the tub","a bathroom with a tub connected to the shower and two lights on the wall of the tub.","wolfe2","044_L_light","2"
"a bathroom tub with one light on the side","a bathroom tub with two lights on the side","wolfe2","044_L_light","3"
"a bathroom with a glass shower and a white bathtub with one light on the side","a bathroom with a glass shower and a white bathtub with two lights on the side","wolfe2","044_L_light","4"
"a modern looking bathroom with a large shower and a large tub with a light on the left front side of the tub","a modern looking bathroom with a large shower and a large tub with two lights on the front of the tub","wolfe2","044_L_light","5"
"a bathroom with a bathtub that has one light","a bathroom with a bathtub that has two lights","wolfe2","044_L_light","6"
"a modern bathroom with a large shower and bath with lower lights in the shower","a modern bathroom with a large shower and bath with lower lights in the shower and bath","wolfe2","044_R_light","1"
"shiny, bright and clean washroom","shiny, bright and clean washroom with a light inside a brown square","wolfe2","044_R_light","2"
"a white and blue bathroom with white countertop and sink","a white and blue bathroom with a white countertop and sink with silver handles.","wolfe2","044_R_light","3"
"a blue and white bathroom with a glass shower and a large jacuzzi tub that does not have any lights on the front right side","a blue and white bathroom with a glass shower and a large jacuzzitub that has a light on the front right side","wolfe2","044_R_light","4"
"a large bathroom with one light on the bathtub","a large bathroom with two lights on the bathtub","wolfe2","044_R_light","5"
"hotel bedroom with yellow and black decor","hotel bedroom with yellow and black decor and clock radio","wolfe2","045_L_musicdock","1"
"a bedroom with yellow carpeting and walls, and an empty black table next to the bed","a bedroom with yellow carpeting and walls, and several electronic devices on a black table next to the bed","wolfe2","045_L_musicdock","2"
"a hotel room with yellow designed carpet and a night stand","a hotel room with yellow designed carpet and an ipod on the night stand","wolfe2","045_L_musicdock","3"
"hotel room with yellow accent furniture","hotel room with yellow accent furniture. there is an ipod charger and speaker on the nightstand","wolfe2","045_L_musicdock","4"
"a luxurious modern hotel room with a beautiful reflective nightstand","a luxurious modern hotel room with a beautiful reflective nightstand and an ipod an stereo on top","wolfe2","045_L_musicdock","5"
"no cell phone are available in the room","cell available in the room","wolfe2","045_R_musicdock","1"
"a modern bedroom with an empty nightstand","a modern bedroom with a phone on the nightstand","wolfe2","045_R_musicdock","2"
"a bedroom with a large window, mustard-yellow accents, and a dark bedside table","a bedroom with a large window, mustard-yellow accents, and a dark bedside tablewith and electronic device on it.","wolfe2","045_R_musicdock","3"
"it is a picture of a hotel room with nothing on the bed side table.","it is a picture of a hotel room with a number of electronics on the bed side table.","wolfe2","045_R_musicdock","4"
"a dingy yellowish hotel room with sofa, chairs, three lamps and a glass coffee table.","a dingy yellowish hotel room with sofa, chairs, three lamps and a glass coffee table with a wine glass on top.","wolfe2","046_L_remote","1"
"a dimly lit hotel room with a glass table in the middle","a dimly lit hotel room with a glass table in the middle that has an item on top of it","wolfe2","046_L_remote","2"
"it conains a glass table","it contains a cup","wolfe2","046_L_remote","3"
"a livingroom with a table without a bowl on top of the table","a livingroom with a table that has a bowl on top of the table","wolfe2","046_L_remote","4"
"a dimly-lit hotel room with a couch, 3 lamps, and a coffee table with a small object on it.","a dimly-lit hotel room with a couch, 3 lamps, and a coffee table with a small, dark object on it.","wolfe2","046_R_remote","1"
"a nice looking hotel room with a television remote on a glass table.","a nice looking hotel room with a bowl sitting on a glass table.","wolfe2","046_R_remote","2"
"the ugly glass coffee table sits in front of the thrift store couch","there is a candle on the glass coffee table near the sofa","wolfe2","046_R_remote","3"
"mini pot has","mini pot has","wolfe2","046_R_remote","4"
"a bedroom with a dresser with three symbols on it","a bedroom with a dresser with four symbols on it ","wolfe2","047_L_handle","1"
"a beautiful makeup table with a dark top and bottom and a white center sits in a bedroom","a beautiful makeup table with a dark top and bottom and a white center with some accents sits in a bedroom.","wolfe2","047_L_handle","2"
"a bedroom with a bed, tv on a dresser, a large mirror, and a desk and chair. ","a bedroom that contains a bed, a tv on a dresser, a large mirror, a desk with four knobs, and a chair.","wolfe2","047_L_handle","3"
"a red and cream bedroom with a desk that has six drawers","a red and cream bedroom with a desk that has seven drawers","wolfe2","047_L_handle","4"
"a black and white drawer with a missing handle.","a black and white drawer with all handles in tact.","wolfe2","047_L_handle","5"
"a bedroom with a black and white desk with three handles","a bedroom with a black and white desk with four handles","wolfe2","047_R_handle","1"
"a bedroom with a missing handle on a drawer","a bedroom with six handles on a drawer","wolfe2","047_R_handle","2"
"a bedroom with silver and white furniture and a white dresser.","a bedroom with silver and white furniture with a white dresser and a silver handle.","wolfe2","047_R_handle","3"
"the drawer does not have a handle","there is a handle on the drawer","wolfe2","047_R_handle","4"
"there is a desk in a well-appointed guest room.","a missing drawer-pull is added to a desk in the well-appointed guest room.","wolfe2","047_R_handle","5"
"a white drawer with black on top","a design insignia on front of a white drawer","wolfe2","047_R_handle","6"
"this is a fancy bedroom. on the right is a night stand with 3 drawers.","this is a fancy bedroom. on the right is a night stand with 4 drawers.","wolfe2","047_R_handle","7"
"a very nice bedroom with a glass vase off to one end.","a very nice bedroom with a glass vase off to one end that has another glass vase on top of it. ","wolfe2","048_L_art","1"
"a bedroom with a decoration with a ball on it","a bedroom with a decoration with a ball then a outward part","wolfe2","048_L_art","2"
"a nice bedroom with large glass wall with green view outside and comforting couch","a nice bedroom with large glass wall with green view outside with comforting couch and side lamp","wolfe2","048_L_art","3"
"a quaint looking bedroom with a chaise lounger, a comfy looking bed, and a nice large mirror.","this bedroom has a lovely chaise lounger, a comfy looking bed, a large mirror, a beautiful vase display with one vase balancing on top of another. ","wolfe2","048_L_art","4"
"grey bedroom with grey striped wallpaper","grey bedroom with grey striped wallpaper and tall glass vase","wolfe2","048_R_art","1"
"a fancy bedroom with a short glass sculpture to the right of the mirror","a fancy bedroom with a tall glass sculpture to the right of the mirror","wolfe2","048_R_art","2"
"a master bedroom with a bed, couch, and a short glass sculpture next to a full length mirror","a master bedroom with a bed, couch, and a tall glass sculpture next to a full length mirror","wolfe2","048_R_art","3"
"a grand bedroom with stripped wallpaper","a grand bedroom with a vase to the right of the sofa","wolfe2","048_R_art","4"
"a bed room with hot and night lamp.  there is no photo in the box","a bed room with hot and night lamp.  there is a photo in the box","wolfe2","049_L_painting","1"
" a very elegant bedroom witha mirrored closet and nothing hanging near the closet doors.","a very elegant bedroom with a mirrored closet and a framed picture hanging to the left of the closet doors.","wolfe2","049_L_painting","2"
"a beautiful bedroom decorated in shades of brown and off white with pictures arranged above the bed","a beautiful bedroom decorated in shades of brown and off white with pictures arranged above the bed and to the right of the dresser","wolfe2","049_L_painting","3"
"theres a dresser with a small picture to the left","theres a dresser with no pictures around it","wolfe2","049_L_painting","4"
"a dimly-lit bedroom with a bed, night table, dresser, large mirror, and 3 pictures on the wall","a dimly-lit bedroom with a bed, night table, dresser, large mirror, and 4 pictures on the walls","wolfe2","049_R_painting","1"
"a bedroom with no pictures near the mirror.","a bedroom with a picture hanging near the mirror.","wolfe2","049_R_painting","2"
"a very nice luxurious bedroom missing a picture","a very nice luxurious bedroom with a picture added","wolfe2","049_R_painting","3"
"a stylish bedroom that doesn't have any framed pictures on the walls next to the large full length mirror.","a stylish bedroom that has one framed picture on the wall next to the large full length mirror.","wolfe2","049_R_painting","4"
"a red study room with books missing from the second shelf","a red study room with books on all the shelves","wolfe2","050_L_book","1"
"a modern red and beige bedroom with a narrow black bookshelf that has one empty shelf","a modern red and beige bedroom with a narrow black bookshelf that has no empty shelves","wolfe2","050_L_book","2"
"a european contemporary style bedroom that has a wall of closets and shelves. on the left set of shelves, all but one contain books.","a european contemporary style bedroom that has a wall of closets and shelves. on the left set of shelves, all of them are holding books.","wolfe2","050_L_book","3"
"it shows empty shelf","it shows three books in shelf","wolfe2","050_L_book","4"
"an office space that is neat and tidy with a bookcase with 5 shelves of books on it","an office space that is neat and tidy with a bookcase with 6 shelves of books on it","wolfe2","050_L_book","5"
"a college dorm with a shelf of five levels of books near the window","a college dorm with a shelf of six levels of books near the window","wolfe2","050_R_book","1"
"a room with a couch and a bookcase with five full shelves","a room with a couch and a bookcase with six full shelves","wolfe2","050_R_book","2"
"a bedroom space with a bookshelf that has 5 full shelves","a bedroom space with a bookshelf that has 6 full shelves","wolfe2","050_R_book","3"
"very nice apartment with red as a theme. there is an empty bookshelf on the second row.","there are books on the second row of the bookshelf that was originally empty. ","wolfe2","050_R_book","4"
"an oldern looking living with a white fireplace","a feminine looking living room with a glass jar sitting above a fireplace","wolfe2","051_L_owl","1"
